,entry,product
1785,1.14.19.75,C22020
1786,1.14.19.75,C22017
1787,1.14.19.75,C00999
1790,1.14.19.75,C22019
1791,1.14.20.4,C21381
1792,1.14.20.4,C00042
1795,1.14.20.4,C21832
1796,1.14.20.4,C21418
1797,1.14.20.4,C00026
1800,1.14.20.7,C00042
1802,1.14.20.7,C17349
1803,1.14.20.7,C03912
1805,1.14.20.7,C20330
1806,1.14.20.7,C00062
1807,1.14.20.7,C00026
1810,1.14.20.14,C21974
1811,1.14.20.14,C00042
1814,1.14.20.14,C21975
1815,1.14.20.14,C21973
1816,1.14.20.14,C00026
1818,1.14.20.14,C00698
1819,1.14.20.14,C21840
1820,1.14.99.46,C20231
1822,1.14.99.46,C20232
1823,1.14.99.46,C00106
1824,1.14.99.46,C01847
1826,1.14.99.46,C00178
1827,1.14.99.48,C20667
1828,1.14.99.48,C14818
1829,1.14.99.48,C00067
1832,1.14.99.48,C20666
1836,1.14.99.57,C21624
1837,1.14.99.57,C14818
1840,1.14.99.57,C21625
1844,1.14.99.58,C21723
1845,1.14.99.58,C00237
1846,1.14.99.58,C14818
1849,1.14.99.58,C21724
1853,1.14.99.63,C08592
1856,1.14.99.63,C08583
1857,1.14.99.63,C02094
1861,1.14.99.64,C15968
1864,1.14.99.64,C08580
1865,1.14.99.64,C06098
1871,1.16.3.2,C14818
1876,1.16.3.3,C19611
1878,1.16.3.3,C19610
1883,1.17.3.4,C04110
1884,1.17.3.4,C21414
1886,1.17.3.4,C03840
1890,1.17.4.4,C05849
1891,1.17.4.4,C02059
1894,1.17.4.4,C03313
1895,1.17.7.4,C11811
1896,1.17.7.4,C00138
1898,1.17.7.4,C00129
1899,1.17.7.4,C00139
1901,1.17.7.4,C00235
1902,1.17.9.1,C00633
1903,1.17.9.1,C05358
1905,1.17.9.1,C17467
1906,1.17.9.1,C01468
1907,1.17.9.1,C05357
1910,1.17.98.2,C21582
1911,1.17.98.2,C05198
1912,1.17.98.2,C00073
1913,1.17.98.2,C21407
1914,1.17.98.2,C20650
1917,1.17.98.2,C18161
1921,1.17.99.4,C00813
1923,1.17.99.4,C05281
1924,1.17.99.4,C00106
1927,1.17.99.4,C00178
1931,1.21.1.1,C01060
1934,1.21.1.1,C02515
1935,1.21.1.1,C00082
1937,1.21.1.1,C00708
1939,1.21.3.6,C16409
1941,1.21.3.6,C16410
1942,1.21.3.6,C16407
1944,1.21.3.6,C16408
1945,1.21.4.5,C07099
1946,1.21.4.5,C00051
1947,1.21.4.5,C03434
1948,1.21.4.5,C07097
1949,1.21.4.5,C00698
1950,1.21.4.5,C00127
1952,1.21.98.3,C11831
1953,1.21.98.3,C05198
1954,1.21.98.3,C00073
1955,1.21.98.3,C04536
1958,1.23.5.1,C06098
1959,1.23.5.1,C05422
1961,1.23.5.1,C08579
1962,1.23.5.1,C08614
1963,1.23.5.1,C00072
1966,2.1.1.44,C05575
1967,2.1.1.44,C04259
1969,2.1.1.44,C00135
1971,2.1.1.63,C00039
1972,2.1.1.63,C03800
1973,2.1.1.63,C04250
1974,2.1.1.63,C02743
1977,2.1.1.69,C01557
1979,2.1.1.69,C00758
1981,2.1.1.70,C01864
1983,2.1.1.70,C00841
1985,2.1.1.95,C02477
1986,2.1.1.95,C14152
1987,2.1.1.95,C14153
1988,2.1.1.95,C14154
1990,2.1.1.95,C02483
1991,2.1.1.95,C14151
1992,2.1.1.95,C14155
1993,2.1.1.95,C14156
1995,2.1.1.98,C01573
1996,2.1.1.98,C04692
1997,2.1.1.98,C16720
1999,2.1.1.98,C04441
2003,2.1.1.107,C02463
2004,2.1.1.107,C15527
2006,2.1.1.107,C01051
2009,2.1.1.110,C03686
2010,2.1.1.110,C03944
2012,2.1.1.110,C00961
2013,2.1.1.110,C20445
2015,2.1.1.132,C06408
2018,2.1.1.132,C06319
2020,2.1.1.137,C07294
2021,2.1.1.137,C07308
2023,2.1.1.137,C06697
2024,2.1.1.137,C07295
2026,2.1.1.156,C01026
2027,2.1.1.156,C00213
2029,2.1.1.156,C00037
2032,2.1.1.157,C00719
2033,2.1.1.157,C01026
2035,2.1.1.157,C00213
2038,2.1.1.160,C07481
2039,2.1.1.160,C07480
2042,2.1.1.160,C13747
2043,2.1.1.160,C16353
2045,2.1.1.162,C00719
2046,2.1.1.162,C00213
2047,2.1.1.162,C01026
2049,2.1.1.162,C00037
2053,2.1.1.169,C19807
2054,2.1.1.169,C19739
2055,2.1.1.169,C10193
2057,2.1.1.169,C10192
2061,2.1.1.175,C10193
2062,2.1.1.175,C19739
2064,2.1.1.175,C10192
2067,2.1.1.192,C00073
2068,2.1.1.192,C05198
2081,2.1.1.240,C10287
2082,2.1.1.240,C20154
2084,2.1.1.240,C03582
2088,2.1.1.251,C03920
2089,2.1.1.251,C00283
2090,2.1.1.251,C00409
2091,2.1.1.251,C03576
2093,2.1.1.254,C01912
2094,2.1.1.254,C06653
2096,2.1.1.254,C06616
2097,2.1.1.254,C06633
2099,2.1.1.262,C20412
2100,2.1.1.262,C20411
2102,2.1.1.262,C00751
2105,2.1.1.263,C20435
2106,2.1.1.263,C20433
2107,2.1.1.263,C20434
2109,2.1.1.263,C20432
2114,2.1.1.267,C02790
2118,2.1.1.279,C10428
2119,2.1.1.279,C10478
2121,2.1.1.279,C20464
2122,2.1.1.279,C10469
2124,2.1.1.291,C20712
2125,2.1.1.291,C09555
2127,2.1.1.291,C02105
2128,2.1.1.291,C05178
2129,2.1.1.295,C16695
2131,2.1.1.295,C15882
2132,2.1.1.295,C17570
2133,2.1.1.295,C20737
2135,2.1.1.316,C21161
2136,2.1.1.316,C21162
2138,2.1.1.316,C21163
2139,2.1.1.316,C21164
2141,2.1.1.319,C21188
2142,2.1.1.319,C04143
2144,2.1.1.319,C00613
2147,2.1.1.320,C21189
2148,2.1.1.320,C04143
2150,2.1.1.320,C00613
2153,2.1.1.324,C18034
2154,2.1.1.324,C21395
2156,2.1.1.324,C18033
2159,2.1.1.325,C16503
2160,2.1.1.325,C09694
2162,2.1.1.325,C16502
2163,2.1.1.325,C16504
2165,2.1.1.332,C21428
2166,2.1.1.332,C21429
2168,2.1.1.332,C21427
2171,2.1.1.335,C21436
2172,2.1.1.335,C02811
2174,2.1.1.335,C06654
2177,2.1.1.337,C21491
2178,2.1.1.337,C09581
2180,2.1.1.337,C02105
2181,2.1.1.337,C17591
2183,2.1.1.340,C08304
2184,2.1.1.340,C21602
2186,2.1.1.340,C21601
2188,2.1.1.341,C00230
2189,2.1.1.341,C00440
2190,2.1.1.341,C01424
2191,2.1.1.341,C06672
2192,2.1.1.341,C00101
2193,2.1.1.341,C05616
2195,2.1.1.343,C21647
2196,2.1.1.343,C21648
2198,2.1.1.343,C21646
2201,2.1.1.344,C21675
2202,2.1.1.344,C21673
2203,2.1.1.344,C21674
2205,2.1.1.344,C21672
2209,2.1.1.345,C07576
2210,2.1.1.345,C21779
2212,2.1.1.345,C21778
2215,2.1.1.349,C21957
2216,2.1.1.349,C16789
2218,2.1.1.349,C21956
2221,2.1.1.350,C00073
2222,2.1.1.350,C05198
2223,2.1.1.350,C22027
2225,2.1.1.350,C22028
2227,2.1.1.350,C00828
2229,2.1.1.350,C05818
2230,2.1.5.1,C21801
2231,2.1.5.1,C00143
2232,2.1.5.1,C21802
2233,2.1.5.1,C10882
2234,2.1.5.1,C00101
2236,2.2.1.11,C00118
2237,2.2.1.11,C16848
2238,2.2.1.11,C00577
2239,2.2.1.11,C00546
2240,2.2.1.11,C00354
2241,2.2.1.11,C01094
2246,2.3.1.111,C02557
2251,2.3.1.156,C07350
2252,2.3.1.156,C07351
2253,2.3.1.156,C02939
2254,2.3.1.156,C00083
2255,2.3.1.218,C17741
2258,2.3.1.218,C17740
2259,2.3.1.218,C00406
2260,2.3.1.218,C00083
2261,2.3.1.218,C00223
2263,2.3.1.219,C17742
2265,2.3.1.219,C17743
2266,2.3.1.219,C00223
2267,2.3.1.219,C17741
2269,2.3.1.219,C17740
2271,2.3.1.224,C15513
2272,2.3.1.224,C12299
2273,2.3.1.224,C00024
2274,2.3.1.224,C00556
2275,2.3.1.224,C02394
2276,2.3.1.230,C20643
2280,2.3.1.230,C21490
2281,2.3.1.230,C01944
2282,2.3.1.230,C21453
2284,2.3.1.251,C04233
2285,2.3.1.251,C21194
2286,2.3.1.251,C22002
2287,2.3.1.251,C21982
2288,2.3.1.251,C03889
2289,2.3.1.251,C21193
2290,2.3.1.251,C19884
2291,2.3.1.251,C04919
2293,2.3.1.254,C00024
2295,2.3.1.255,C00024
2296,2.3.1.255,C02038
2298,2.3.1.256,C00024
2300,2.3.1.257,C00024
2302,2.3.1.258,C00024
2307,2.3.1.261,C00083
2310,2.3.1.262,C21452
2313,2.3.1.262,C02247
2314,2.3.1.262,C00083
2316,2.3.1.265,C21608
2317,2.3.1.265,C21609
2318,2.3.1.265,C00040
2319,2.3.1.265,C21607
2321,2.3.2.1,C00819
2322,2.3.2.1,C00217
2323,2.3.2.1,C00064
2324,2.3.2.6,C01645
2325,2.3.2.6,C21387
2326,2.3.2.6,C21386
2327,2.3.2.6,C02047
2328,2.3.2.6,C21388
2329,2.3.2.6,C16739
2330,2.3.2.29,C01645
2331,2.3.2.29,C21455
2332,2.3.2.29,C21457
2333,2.3.2.29,C02047
2334,2.3.2.29,C21456
2335,2.3.2.29,C21458
2337,2.4.1.41,C00203
2338,2.4.1.41,C02189
2339,2.4.1.41,C19803
2340,2.4.1.109,C00110
2341,2.4.1.109,C20722
2342,2.4.1.109,C03862
2343,2.4.1.125,C00095
2344,2.4.1.125,C00089
2346,2.4.1.175,C04913
2347,2.4.1.175,C00203
2348,2.4.1.175,C04800
2350,2.4.1.195,C01069
2351,2.4.1.195,C21872
2352,2.4.1.195,C16517
2353,2.4.1.195,C00029
2354,2.4.1.195,C03719
2355,2.4.1.195,C21871
2356,2.4.1.195,C16516
2358,2.4.1.202,C04831
2359,2.4.1.202,C15772
2360,2.4.1.202,C00029
2361,2.4.1.202,C04720
2362,2.4.1.202,C15770
2364,2.4.1.212,C00043
2365,2.4.1.212,C00167
2367,2.4.1.226,C04800
2368,2.4.1.226,C00167
2370,2.4.1.249,C16303
2371,2.4.1.249,C16304
2372,2.4.1.249,C00029
2373,2.4.1.249,C16301
2376,2.4.1.255,C19802
2377,2.4.1.255,C19804
2378,2.4.1.255,C00043
2379,2.4.1.255,C02189
2380,2.4.1.255,C19803
2382,2.4.1.271,C19867
2383,2.4.1.271,C19868
2384,2.4.1.271,C17513
2385,2.4.1.271,C00029
2386,2.4.1.271,C08588
2388,2.4.1.271,C19869
2390,2.4.1.286,C16407
2391,2.4.1.286,C16408
2392,2.4.1.286,C00029
2393,2.4.1.286,C06561
2394,2.4.1.286,C15525
2396,2.4.1.287,C03733
2397,2.4.1.287,C20416
2399,2.4.1.301,C01822
2400,2.4.1.301,C00825
2401,2.4.1.301,C01823
2402,2.4.1.301,C20614
2403,2.4.1.301,C12211
2404,2.4.1.301,C20350
2405,2.4.1.301,C01441
2406,2.4.1.301,C01743
2407,2.4.1.301,C20353
2408,2.4.1.315,C06040
2410,2.4.1.315,C20860
2411,2.4.1.315,C00029
2412,2.4.1.315,C04046
2415,2.4.1.330,C19869
2416,2.4.1.330,C17513
2417,2.4.1.330,C08589
2418,2.4.1.330,C00029
2419,2.4.1.330,C19867
2420,2.4.1.330,C19868
2422,2.4.1.346,C00035
2423,2.4.1.346,C21607
2424,2.4.1.346,C21608
2425,2.4.1.346,C00096
2426,2.4.1.346,C21609
2427,2.4.2.1,C15587
2428,2.4.2.1,C00620
2429,2.4.2.1,C00672
2430,2.4.2.1,C15586
2432,2.4.2.1,C20463
2433,2.4.2.2,C00106
2434,2.4.2.2,C00620
2435,2.4.2.2,C00178
2436,2.4.2.2,C00672
2437,2.4.2.2,C00299
2439,2.4.2.2,C00214
2440,2.4.2.2,C00526
2441,2.4.2.29,C00242
2442,2.4.2.29,C01449
2443,2.4.2.29,C16675
2444,2.4.2.43,C19890
2445,2.4.2.43,C17556
2446,2.4.2.43,C19884
2447,2.4.2.43,C16157
2448,2.4.2.43,C06026
2449,2.4.2.43,C04919
2450,2.4.2.57,C00147
2451,2.4.2.57,C01151
2452,2.4.2.57,C00380
2453,2.4.2.57,C00106
2456,2.4.2.57,C00055
2457,2.4.2.57,C00105
2458,2.4.99.20,C13051
2459,2.4.99.20,C00153
2460,2.4.99.20,C20742
2462,2.4.99.20,C00253
2465,2.5.1.3,C01081
2467,2.5.1.3,C04752
2468,2.5.1.3,C20246
2469,2.5.1.3,C20247
2470,2.5.1.3,C04327
2471,2.5.1.17,C00536
2472,2.5.1.17,C00194
2473,2.5.1.17,C03161
2474,2.5.1.17,C06506
2476,2.5.1.17,C00541
2477,2.5.1.17,C03024
2478,2.5.1.17,C06504
2479,2.5.1.21,C00751
2483,2.5.1.21,C03428
2484,2.5.1.21,C00448
2489,2.5.1.32,C05421
2491,2.5.1.32,C03427
2492,2.5.1.32,C00353
2495,2.5.1.36,C15509
2496,2.5.1.36,C15510
2497,2.5.1.36,C00235
2498,2.5.1.36,C01263
2499,2.5.1.44,C06366
2502,2.5.1.44,C00986
2503,2.5.1.44,C00134
2504,2.5.1.44,C00315
2505,2.5.1.46,C07282
2506,2.5.1.46,C00986
2507,2.5.1.46,C15853
2509,2.5.1.46,C15854
2511,2.5.1.46,C07281
2514,2.5.1.46,C00315
2522,2.5.1.96,C16144
2524,2.5.1.96,C03428
2525,2.5.1.96,C00448
2528,2.5.1.112,C16426
2529,2.5.1.112,C16424
2530,2.5.1.112,C00235
2533,2.5.1.128,C00170
2534,2.5.1.128,C21010
2535,2.5.1.128,C21009
2536,2.5.1.128,C00315
2537,2.5.1.128,C01137
2540,2.5.1.137,C21500
2541,2.5.1.137,C21501
2542,2.5.1.137,C00235
2543,2.5.1.137,C21499
2546,2.5.1.138,C21495
2547,2.5.1.138,C21496
2548,2.5.1.138,C00341
2549,2.5.1.138,C09315
2550,2.5.1.138,C09263
2551,2.5.1.148,C22055
2554,2.5.1.148,C03427
2555,2.5.1.148,C00353
2559,2.5.1.149,C22056
2561,2.5.1.149,C22057
2562,2.5.1.149,C00235
2563,2.5.1.149,C05432
2567,2.5.1.150,C22058
2569,2.5.1.150,C22060
2570,2.5.1.150,C00235
2571,2.5.1.150,C05432
2573,2.5.1.150,C22059
2574,2.6.1.52,C03232
2575,2.6.1.52,C00025
2576,2.6.1.52,C06054
2577,2.6.1.52,C01005
2578,2.6.1.52,C00026
2579,2.6.1.52,C06055
2580,2.6.1.82,C15668
2581,2.6.1.82,C00025
2583,2.6.1.82,C00555
2584,2.6.1.82,C00134
2585,2.6.1.82,C00026
2587,2.6.1.96,C00232
2588,2.6.1.96,C00041
2589,2.6.1.96,C00037
2590,2.6.1.96,C00334
2591,2.6.1.96,C00022
2592,2.6.1.96,C00048
2593,2.6.1.114,C00026
2594,2.6.1.114,C21805
2597,2.6.1.114,C21803
2599,2.6.1.114,C21804
2600,2.6.1.114,C00025
2607,2.6.99.1,C12347
2608,2.6.99.1,C00039
2609,2.6.99.1,C00131
2610,2.6.99.1,C02270
2611,2.6.99.1,C00286
2613,2.7.1.151,C01284
2614,2.7.1.151,C11555
2616,2.7.1.151,C01245
2619,2.7.1.159,C01272
2620,2.7.1.159,C04477
2622,2.7.1.159,C01243
2624,2.7.1.178,C04442
2625,2.7.1.178,C01286
2627,2.7.1.178,C00204
2628,2.7.1.178,C01216
2630,2.7.1.214,C17697
2631,2.7.1.214,C21218
2633,2.7.1.214,C17696
2634,2.7.1.214,C21371
2636,2.7.1.217,C21611
2637,2.7.1.217,C21610
2639,2.7.1.217,C21612
2640,2.7.1.217,C03064
2642,2.7.2.2,C00169
2644,2.7.2.2,C01563
2647,2.7.2.2,C00288
2650,2.7.4.14,C00705
2653,2.7.4.14,C00239
2654,2.7.4.14,C00105
2656,2.7.4.21,C11526
2657,2.7.4.21,C20690
2659,2.7.4.21,C01204
2660,2.7.4.21,C11174
2662,2.7.4.24,C20690
2663,2.7.4.24,C11174
2665,2.7.4.24,C11526
2666,2.7.4.24,C01204
2667,2.7.7.72,C19085
2669,2.7.7.72,C19080
2670,2.7.7.72,C02211
2671,2.7.7.72,C00063
2673,2.7.7.72,C19078
2678,2.7.7.79,C00044
2681,2.7.7.86,C20640
2683,2.7.7.86,C00044
2684,2.7.7.102,C00201
2685,2.7.7.102,C06604
2686,2.7.8.26,C00144
2687,2.7.8.26,C00194
2688,2.7.8.26,C21153
2689,2.7.8.26,C06510
2690,2.7.8.26,C05775
2691,2.7.8.26,C04778
2692,2.7.8.38,C00055
2693,2.7.8.38,C20628
2694,2.7.8.38,C00065
2695,2.7.8.38,C20627
2696,2.7.8.42,C00641
2697,2.7.8.42,C21173
2698,2.7.8.42,C21174
2699,2.7.8.42,C00350
2700,2.7.8.42,C06026
2701,2.7.8.42,C06025
2702,2.7.8.43,C00165
2703,2.8.1.2,C00022
2704,2.8.1.2,C00283
2705,2.8.1.2,C00343
2706,2.8.1.2,C00957
2707,2.8.1.2,C00342
2708,2.8.1.7,C00041
2709,2.8.1.7,C21440
2710,2.8.1.7,C15812
2711,2.8.1.7,C15811
2712,2.8.1.7,C00097
2713,2.8.1.7,C02743
2716,2.8.2.14,C00054
2717,2.8.2.14,C11301
2718,2.8.2.14,C03642
2719,2.8.2.14,C00053
2720,2.8.2.14,C15557
2721,2.8.2.14,C02592
2722,2.8.2.24,C00054
2723,2.8.2.24,C02153
2724,2.8.2.24,C05837
2725,2.8.2.24,C00053
2726,2.8.2.24,C01069
2727,2.8.2.24,C16517
2728,2.8.2.33,C00054
2729,2.8.2.33,C00053
2730,2.8.3.20,C00042
2731,2.8.3.20,C20746
2732,2.8.3.20,C20747
2733,2.8.3.20,C00091
2734,2.8.3.20,C02612
2735,2.8.3.20,C00497
2736,2.8.3.21,C04114
2737,2.8.3.21,C20750
2738,2.8.3.21,C01181
2739,2.8.3.21,C20748
2740,2.8.3.21,C00318
2741,2.8.3.21,C20749
2742,2.8.3.22,C00042
2743,2.8.3.22,C04348
2744,2.8.3.22,C01011
2745,2.8.3.22,C00091
2746,2.8.3.22,C00149
2747,2.8.3.22,C02614
2748,2.8.3.25,C03990
2749,2.8.3.25,C01794
2750,2.8.3.25,C04483
2751,2.8.3.25,C21449
2752,2.8.3.25,C00695
2753,2.8.3.25,C15560
2755,2.8.4.3,C00073
2756,2.8.4.3,C05198
2759,2.8.4.4,C00073
2760,2.8.4.4,C05198
2764,2.8.4.5,C00073
2765,2.8.4.5,C05198
2767,2.8.5.2,C21815
2768,2.8.5.2,C00126
2770,2.8.5.2,C21899
2771,2.8.5.2,C21972
2772,2.8.5.2,C00320
2773,2.8.5.2,C00125
2774,2.8.5.2,C21898
2775,3.1.1.59,C20992
2776,3.1.1.59,C00132
2777,3.1.1.59,C16504
2778,3.1.1.59,C19613
2780,3.1.1.59,C09694
2781,3.1.1.79,C01885
2782,3.1.1.79,C00060
2783,3.1.1.79,C00165
2784,3.1.1.79,C00116
2787,3.1.1.79,C00422
2789,3.1.1.80,C06542
2790,3.1.1.80,C00033
2791,3.1.1.80,C11810
2792,3.1.1.80,C15985
2794,3.1.1.80,C11809
2795,3.1.1.82,C18064
2796,3.1.1.82,C00132
2798,3.1.1.82,C18021
2800,3.1.1.83,C11417
2801,3.1.1.83,C18067
2803,3.1.1.83,C11414
2804,3.1.1.83,C18066
2805,3.1.1.94,C20507
2806,3.1.1.94,C00033
2807,3.1.1.94,C20508
2808,3.1.1.94,C20505
2810,3.1.1.94,C20506
2811,3.1.1.104,C22035
2812,3.1.1.104,C22037
2813,3.1.1.104,C22034
2815,3.1.1.104,C22036
2816,3.1.3.56,C01220
2818,3.1.3.56,C01243
2819,3.1.3.56,C01245
2821,3.1.3.56,C01272
2822,3.1.3.73,C00194
2824,3.1.3.73,C05775
2825,3.1.3.73,C21153
2827,3.1.3.73,C04778
2828,3.1.3.75,C00189
2830,3.1.3.75,C00114
2831,3.1.3.75,C00346
2833,3.1.3.75,C00588
2834,3.1.3.77,C15606
2836,3.1.3.77,C15651
2837,3.1.3.77,C15650
2841,3.1.3.91,C00475
2842,3.1.3.91,C03998
2844,3.1.3.91,C00055
2845,3.1.4.56,C05925
2846,3.1.4.56,C20566
2847,3.1.4.56,C20567
2850,3.1.4.57,C20440
2852,3.1.6.20,C21898
2853,3.1.6.20,C00059
2854,3.1.6.20,C21814
2855,3.1.6.20,C21815
2857,3.1.6.20,C21899
2860,3.2.1.169,C02189
2861,3.2.1.169,C00140
2862,3.2.1.169,C19803
2863,3.2.1.169,C19802
2865,3.2.1.182,C04720
2866,3.2.1.182,C00031
2867,3.2.1.182,C15770
2868,3.2.1.182,C04831
2870,3.2.1.182,C15772
2871,3.2.1.191,C00031
2873,3.2.1.192,C20778
2874,3.2.1.192,C00031
2875,3.2.1.192,C20725
2876,3.2.1.192,C20713
2879,3.2.1.193,C00031
2881,3.2.1.194,C00031
2883,3.2.1.204,C00252
2885,3.2.1.207,C00221
2887,3.2.2.6,C00301
2888,3.2.2.6,C00153
2889,3.2.2.6,C13050
2893,3.2.2.19,C00301
2894,3.2.2.19,C00613
2895,3.2.2.19,C00062
2896,3.2.2.19,C16011
2898,3.2.2.19,C01201
2899,3.3.2.2,C00071
2900,3.3.2.2,C00670
2901,3.3.2.2,C01233
2902,3.3.2.2,C04517
2904,3.3.2.2,C04635
2905,3.3.2.9,C21776
2906,3.3.2.9,C16014
2908,3.3.2.9,C21775
2909,3.3.2.11,C15992
2911,3.3.2.11,C05418
2912,3.4.19.16,C00025
2914,3.5.1.14,C00060
2915,3.5.1.14,C02882
2916,3.5.1.14,C00033
2918,3.5.1.38,C00025
2920,3.5.1.38,C00049
2921,3.5.1.38,C00064
2923,3.5.1.38,C00152
2924,3.5.1.46,C02378
2925,3.5.1.46,C20988
2927,3.5.1.46,C01255
2928,3.5.1.99,C00219
2929,3.5.1.99,C00189
2930,3.5.1.99,C00712
2932,3.5.1.99,C11695
2934,3.5.1.99,C19670
2935,3.5.1.100,C19780
2937,3.5.1.100,C00099
2938,3.5.1.100,C19778
2940,3.5.1.100,C19779
2942,3.5.1.101,C00148
2943,3.5.1.101,C19809
2945,3.5.1.101,C19781
2946,3.5.1.109,C00162
2948,3.5.1.109,C01190
2949,3.5.1.110,C20249
2952,3.5.1.110,C01563
2953,3.5.1.110,C20250
2954,3.5.1.110,C20231
2957,3.5.1.110,C20232
2958,3.5.1.114,C01021
2959,3.5.1.114,C00060
2960,3.5.1.114,C05726
2961,3.5.1.114,C00033
2962,3.5.1.114,C20735
2964,3.5.1.114,C05727
2965,3.5.1.124,C00613
2966,3.5.1.124,C01432
2967,3.5.1.124,C02188
2968,3.5.1.124,C02743
2970,3.5.3.21,C06384
2973,3.5.3.21,C06382
2974,3.5.3.21,C06383
2975,3.5.3.21,C06381
2979,3.5.4.5,C00299
2981,3.5.4.5,C00526
2982,3.5.4.5,C00475
2984,3.5.4.5,C00881
2985,3.5.4.17,C00130
2987,3.5.4.17,C00104
2988,3.5.4.17,C00081
2993,3.5.4.45,C08733
2995,3.5.4.45,C08734
2996,3.5.4.45,C08737
2999,3.5.5.4,C00049
3001,3.5.5.4,C00152
3002,3.5.5.4,C02512
3005,3.5.99.2,C01279
3007,3.5.99.2,C04294
3008,3.5.99.2,C20267
3010,3.5.99.2,C00378
3011,3.5.99.7,C00109
3013,3.5.99.7,C17234
3014,3.5.99.7,C20905
3015,3.5.99.7,C01234
3019,3.5.99.10,C00109
3021,3.5.99.10,C00022
3022,3.5.99.10,C20905
3024,3.5.99.10,C20904
3025,3.6.1.5,C01117
3027,3.6.1.5,C00454
3028,3.6.1.5,C00201
3031,3.6.1.53,C00055
3032,3.6.1.53,C00588
3034,3.6.1.53,C00117
3035,3.6.1.53,C00307
3037,3.6.1.53,C00301
3038,3.6.1.60,C20198
3040,3.6.1.60,C03483
3041,3.6.1.60,C20190
3043,3.6.1.60,C04058
3047,3.6.1.61,C20190
3049,3.6.1.61,C04058
3050,3.6.1.61,C01260
3051,3.6.1.64,C00130
3053,3.6.1.64,C06196
3054,3.6.1.64,C00104
3056,3.6.1.64,C01344
3057,3.6.1.65,C00055
3059,3.6.1.65,C00239
3060,3.6.1.65,C00063
3062,3.6.1.65,C00458
3063,3.6.1.66,C00655
3065,3.6.1.66,C06196
3066,3.6.1.66,C00130
3067,3.6.1.66,C00700
3069,3.6.1.66,C01345
3070,3.6.1.66,C00081
3071,3.7.1.14,C00042
3072,3.7.1.14,C00122
3073,3.7.1.14,C04479
3075,3.7.1.14,C12624
3076,3.7.1.21,C06714
3077,3.7.1.21,C09825
3078,3.7.1.21,C09821
3081,3.8.1.10,C02489
3082,3.8.1.10,C00462
3083,3.8.1.10,C15565
3084,3.8.1.10,C02103
3086,3.8.1.10,C15564
3087,3.8.1.11,C15565
3088,3.8.1.11,C00462
3089,3.8.1.11,C02489
3090,3.8.1.11,C02103
3092,3.8.1.11,C15564
3094,3.13.1.5,C00283
3095,3.13.1.5,C07331
3096,3.13.1.5,C19033
3099,4.1.1.28,C03758
3101,4.1.1.28,C00780
3102,4.1.1.28,C00355
3103,4.1.1.28,C00643
3105,4.1.1.93,C19907
3107,4.1.1.93,C00288
3108,4.1.1.93,C05942
3110,4.1.1.96,C03375
3112,4.1.1.96,C00315
3113,4.1.1.96,C18174
3114,4.1.1.96,C18172
3115,4.1.1.102,C05627
3117,4.1.1.102,C07083
3118,4.1.1.102,C17883
3119,4.1.1.102,C00811
3120,4.1.1.102,C00423
3121,4.1.1.102,C01494
3122,4.1.1.104,C00111
3124,4.1.1.104,C21611
3125,4.1.1.104,C21610
3126,4.1.2.42,C00037
3127,4.1.2.42,C00084
3128,4.1.2.42,C00820
3129,4.1.2.42,C12317
3130,4.1.2.47,C01326
3131,4.1.2.47,C00193
3132,4.1.2.48,C00037
3133,4.1.2.48,C00084
3134,4.1.2.48,C00188
3135,4.1.2.48,C05519
3136,4.1.2.55,C00022
3137,4.1.2.55,C00118
3138,4.1.2.55,C04442
3139,4.1.2.55,C01286
3140,4.1.3.17,C00022
3141,4.1.3.17,C00036
3142,4.1.3.17,C06033
3143,4.1.3.17,C04115
3144,4.1.3.24,C00024
3145,4.1.3.24,C00048
3146,4.1.3.24,C00100
3147,4.1.3.24,C04348
3148,4.1.3.24,C06027
3149,4.1.3.41,C00037
3150,4.1.3.41,C00048
3151,4.1.3.41,C19813
3152,4.1.3.41,C19838
3153,4.1.99.1,C00463
3154,4.1.99.1,C00022
3156,4.1.99.1,C02218
3157,4.1.99.1,C20904
3158,4.1.99.1,C00078
3162,4.1.99.2,C00146
3163,4.1.99.2,C00022
3165,4.1.99.2,C02218
3166,4.1.99.2,C20904
3167,4.1.99.2,C00082
3171,4.2.1.3,C00311
3172,4.2.1.3,C00417
3174,4.2.1.3,C00158
3177,4.2.1.20,C00078
3178,4.2.1.20,C00118
3180,4.2.1.20,C00463
3181,4.2.1.20,C00065
3182,4.2.1.20,C03506
3184,4.2.1.33,C02504
3185,4.2.1.33,C02631
3187,4.2.1.33,C04411
3195,4.2.1.93,C04856
3196,4.2.1.93,C04899
3199,4.2.1.104,C01563
3200,4.2.1.104,C01417
3201,4.2.1.104,C00288
3204,4.2.1.105,C10208
3206,4.2.1.105,C06563
3207,4.2.1.105,C15567
3208,4.2.1.105,C12631
3210,4.2.1.110,C19822
3211,4.2.1.110,C19821
3212,4.2.1.110,C06485
3214,4.2.1.114,C05662
3215,4.2.1.114,C04002
3217,4.2.1.114,C01251
3220,4.2.1.131,C05432
3222,4.2.1.131,C19795
3224,4.2.1.131,C19894
3230,4.2.1.136,C04856
3231,4.2.1.136,C04899
3232,4.2.1.140,C00204
3234,4.2.1.140,C01216
3235,4.2.1.140,C00257
