,entry,KEGG,PubChem,CID,SMILES
990,2.5.1.150,C00235,3534,647,CC(=CCOP(=O)(O)OP(=O)(O)O)C
1611,2.5.1.17,C06504,8735,11953882,C/C/1=C/2\[C@H]([C@]([C@@]([N-]2)([C@H]3[C@@H]([C@@](C(=N3)/C(=C\4/[C@H](C(C(=N4)/C=C\5/[C@H]([C@](C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)/C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)N)CCC(=O)O.[Co+2]
1617,2.5.1.17,C00536,3818,983,OP(=O)(O)OP(=O)(O)OP(=O)(O)O
1613,2.5.1.17,C00194,3494,24892716,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
465,2.5.1.17,C03024,5930,none,none
522,2.5.1.17,C03161,6046,none,none
1616,2.5.1.17,C06506,8737,23724497,C/C/1=C/2\[C@H]([C@]([C@@]([N-]2)(C3[C@@H]([C@@](C(=N3)/C(=C\4/[C@H](C(C(=N4)/C=C\5/[C@H]([C@](C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)/C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)N)CCC(=O)O.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
1610,2.5.1.17,C00541,3822,46173705,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+2]
1621,2.5.1.21,C03428,6255,6449797,CC(=CCC/C(=C/CC/C(=C/[C@@H]1[C@H]([C@]1(C)CC/C=C(\C)/CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)/C)/C)C
1618,2.5.1.21,C00448,3736,445713,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C
1292,2.5.1.21,C00751,4013,638072,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C
1626,2.5.1.3,C20246,163311989,53477655,CC\1=N[C@H](S/C1=C\COP(=O)(O)O)C(=O)O
1625,2.5.1.3,C04752,7322,217,CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O
1624,2.5.1.3,C20247,163311990,46942369,CC1=C(SC(=N1)C(=O)O)CCOP(=O)(O)O
1623,2.5.1.3,C01081,4319,1131,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O
1627,2.5.1.3,C04327,6980,1137,CC1=C(SC=N1)CCOP(=O)(O)O
1607,2.5.1.32,C03427,6254,5280591,CC(=CCC/C(=C/CC/C(=C/CCC(=C[C@@H]1[C@H]([C@]1(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)/C)/C)C
1096,2.5.1.32,C05421,7785,9963391,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C\C=C(\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)/C)/C)C
1605,2.5.1.32,C00353,3646,447277,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C
569,2.5.1.36,C15510,17396502,11954192,CC(=CCC1=C(C=CC2=C1OC[C@@]3([C@H]2OC4=C3C=CC(=C4)O)O)O)C
566,2.5.1.36,C15509,17396501,10617107,CC(=CCC1=C(C=C2C(=C1)[C@H]3[C@@](CO2)(C4=C(O3)C=C(C=C4)O)O)O)C
991,2.5.1.36,C00235,3534,647,CC(=CCOP(=O)(O)OP(=O)(O)O)C
1628,2.5.1.36,C01263,4482,129648,C1[C@@]2([C@H](C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O)O
1205,2.5.1.44,C00986,4233,428,C(CN)CN
1216,2.5.1.44,C00315,3609,1102,C(CCNCCCN)CN
1202,2.5.1.44,C00134,3434,1045,C(CCN)CN
1629,2.5.1.44,C06366,8602,368,C(CCNCCCCN)CN
1631,2.5.1.46,C07281,9490,none,none
1632,2.5.1.46,C15854,47205174,none,none
1630,2.5.1.46,C07282,9491,none,none
1217,2.5.1.46,C00315,3609,1102,C(CCNCCCN)CN
1206,2.5.1.46,C00986,4233,428,C(CN)CN
1633,2.5.1.46,C15853,47205173,23657850,C(CC=NCCCN)CN
1622,2.5.1.96,C03428,6255,6449797,CC(=CCC/C(=C/CC/C(=C/[C@@H]1[C@H]([C@]1(C)CC/C=C(\C)/CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)/C)/C)C
1619,2.5.1.96,C00448,3736,445713,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C
1108,2.5.1.96,C16144,47205454,14019219,CC(=CCC/C(=C/CC/C(=C/C=C\C=C(\CC/C=C(/CCC=C(C)C)\C)/C)/C)/C)C
1155,2.6.1.114,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
53,2.6.1.114,C00026,3328,51,C(CC(=O)O)C(=O)C(=O)O
1156,2.6.1.52,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
1640,2.6.1.52,C06055,8325,440901,C([C@H]([C@@H](C(=O)O)N)O)OP(=O)(O)O
1639,2.6.1.52,C03232,6103,105,C(C(=O)C(=O)O)OP(=O)(O)O
1638,2.6.1.52,C06054,8324,21145142,C([C@H](C(=O)C(=O)O)O)OP(=O)(O)O
1637,2.6.1.52,C01005,4251,68841,C([C@@H](C(=O)O)N)OP(=O)(O)O
54,2.6.1.52,C00026,3328,51,C(CC(=O)O)C(=O)C(=O)O
1641,2.6.1.82,C00555,3835,118,C(CC=O)CN
1642,2.6.1.82,C15668,47204995,79803,C1CC=NC1
55,2.6.1.82,C00026,3328,51,C(CC(=O)O)C(=O)C(=O)O
1157,2.6.1.82,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
1203,2.6.1.82,C00134,3434,1045,C(CCN)CN
1646,2.6.1.96,C00334,3628,119,C(CC(=O)O)CN
1644,2.6.1.96,C00041,3343,5950,C[C@@H](C(=O)O)N
1643,2.6.1.96,C00232,3531,1112,C(CC(=O)O)C=O
638,2.6.1.96,C00048,3350,760,C(=O)C(=O)O
1177,2.6.1.96,C00037,3339,750,C(C(=O)O)N
119,2.6.1.96,C00022,3324,1060,CC(=O)C(=O)O
1648,2.6.99.1,C12347,582737,443781,C1[C@@H]([C@H](O[C@H]1O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
1378,2.6.99.1,C00039,3341,none,none
1650,2.6.99.1,C00131,3431,15993,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
1649,2.6.99.1,C02270,5330,none,none
1647,2.6.99.1,C00286,3581,135398599,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
1654,2.7.1.151,C01284,4503,439468,[C@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1653,2.7.1.151,C11555,13722,443266,[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
1651,2.7.1.151,C01245,4466,439456,[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
1655,2.7.1.159,C01243,4464,439455,[C@H]1([C@H]([C@@H]([C@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
1659,2.7.1.159,C04477,7097,121969,[C@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O
1657,2.7.1.159,C01272,4491,107758,[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
1665,2.7.1.178,C04442,7071,3080745,C([C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O
1663,2.7.1.178,C01216,4438,194024,C([C@H]([C@@H](CO)O)O)C(=O)C(=O)O
1660,2.7.1.178,C00204,3504,161227,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O
1667,2.7.1.178,C01286,4505,5459949,C([C@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O
1672,2.7.1.214,C21371,319902601,25202914,C1[C@@H]([C@H]([C@@H]([C@H](C1=O)O)O)O)CO
1671,2.7.1.214,C17696,315431296,11116543,C1=C([C@H]([C@@H]([C@H](C1=O)O)O)O)CO
1670,2.7.1.214,C17697,315431297,25245916,C1=C([C@H]([C@@H]([C@H](C1=O)O)O)O)COP(=O)(O)O
1669,2.7.1.214,C21218,315431333,25246169,C1[C@@H]([C@H]([C@@H]([C@H](C1=O)O)O)O)COP(=O)(O)O
1677,2.7.1.217,C21611,340125669,56927806,C(C(=O)[C@@H](C(=O)O)O)OP(=O)(O)O
1675,2.7.1.217,C03064,5964,439896,C(C(=O)[C@H](C(=O)O)O)O
1673,2.7.1.217,C21612,340125670,126456508,C(C(=O)[C@@H](C(=O)O)O)O
151,2.7.1.217,C21610,340125668,126456491,C(C(=O)[C@H](C(=O)O)O)OP(=O)(O)O
1684,2.7.2.2,C01563,4721,277,C(=O)(N)O
1679,2.7.2.2,C00288,3583,769,C(=O)(O)[O-]
1689,2.7.2.2,C00169,3469,278,C(=O)(N)OP(=O)(O)O
1694,2.7.4.14,C00239,3538,13945,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
1693,2.7.4.14,C00705,3972,150855,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O
1581,2.7.4.14,C00105,3405,6030,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
1700,2.7.4.21,C20690,172232410,45479489,[C@@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O
1702,2.7.4.21,C11526,13694,443247,[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1696,2.7.4.21,C11174,13356,127296,[C@H]1([C@H](C([C@@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1698,2.7.4.21,C01204,4428,890,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1699,2.7.4.24,C01204,4428,890,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1697,2.7.4.24,C11174,13356,127296,[C@H]1([C@H](C([C@@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1701,2.7.4.24,C20690,172232410,45479489,[C@@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O
1703,2.7.4.24,C11526,13694,443247,[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1705,2.7.7.102,C00201,3501,none,none
1704,2.7.7.102,C06604,8830,991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
1708,2.7.7.72,C19080,124489752,none,none
1709,2.7.7.72,C19085,124489757,none,none
1710,2.7.7.72,C00063,3363,6176,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
1713,2.7.7.72,C02211,5279,none,none
1707,2.7.7.72,C19078,124489750,none,none
1714,2.7.7.79,C00044,3346,135398633,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
1715,2.7.7.86,C00044,3346,135398633,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
1719,2.7.7.86,C20640,172232364,135564529,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C6N=CN=C7N)O)OP(=O)(O1)O)O)O
1727,2.7.8.26,C00144,3444,135398631,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N
1726,2.7.8.26,C06510,8741,53297346,C/C/1=C/2\[C@H]([C@]([C@@]([N-]2)(C3[C@@H]([C@@](C(=N3)/C(=C\4/[C@H](C(C(=N4)/C=C\5/[C@H]([C@](C1=N5)(C)CC(=O)N)CCC(=O)N)(C)C)CCC(=O)N)/C)(C)CCC(=O)NC[C@@H](C)OP(=O)(O)OP(=O)(O)OC[C@@H]6[C@H]([C@H]([C@@H](O6)N7C=NC8=C7N=C(NC8=O)N)O)O)CC(=O)N)C)(C)CC(=O)N)CCC(=O)N.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
1724,2.7.8.26,C21153,313369413,119057487,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
1722,2.7.8.26,C05775,8070,160433,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
1614,2.7.8.26,C00194,3494,24892716,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
1720,2.7.8.26,C04778,7342,444941,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1732,2.7.8.38,C20627,172232351,72734313,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C
1733,2.7.8.38,C20628,172232352,72734314,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOC[C@@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C
30,2.7.8.38,C00065,3365,5951,C([C@@H](C(=O)O)N)O
1575,2.7.8.38,C00055,3357,6131,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
1737,2.7.8.42,C06025,8297,3083382,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
1572,2.7.8.42,C06026,8298,11355423,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
1736,2.7.8.42,C00641,3914,none,none
1734,2.7.8.42,C21173,313369433,44237163,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)OP(=O)(O)OCCN)O)O)C(=O)O)C(=O)O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
1735,2.7.8.42,C00350,3643,none,none
1738,2.7.8.42,C21174,313369434,25244241,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)OP(=O)(O)OCCN)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
1739,2.7.8.43,C00165,3465,none,none
1741,2.8.1.2,C00957,4208,98,C(C(=O)C(=O)O)S
120,2.8.1.2,C00022,3324,1060,CC(=O)C(=O)O
1249,2.8.1.2,C00283,3578,402,S
1246,2.8.1.2,C00342,3635,none,none
1244,2.8.1.2,C00343,3636,none,none
1374,2.8.1.7,C02743,5703,none,none
1645,2.8.1.7,C00041,3343,5950,C[C@@H](C(=O)O)N
1742,2.8.1.7,C21440,329728063,none,none
1743,2.8.1.7,C00097,3397,5862,C([C@@H](C(=O)O)N)S
1746,2.8.1.7,C15811,47205136,none,none
1747,2.8.1.7,C15812,47205137,none,none
1757,2.8.2.14,C03642,6424,440071,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C
1751,2.8.2.14,C00054,3356,159296,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O
1750,2.8.2.14,C15557,17396549,115245,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
1749,2.8.2.14,C11301,13476,443113,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)[O-])C)C
1754,2.8.2.14,C00053,3355,10214,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O
1748,2.8.2.14,C02592,5584,439763,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
1494,2.8.2.24,C01069,4308,11953793,C1=CC=C(C=C1)C/C(=N/O)/S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
1752,2.8.2.24,C00054,3356,159296,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O
1496,2.8.2.24,C16517,51090846,24892786,C1=CC=C2C(=C1)C(=CN2)C/C(=N/O)/S[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
1759,2.8.2.24,C02153,5230,656498,C1=CC=C(C=C1)CC(=NOS(=O)(=O)O)S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
1758,2.8.2.24,C05837,8130,656506,C1=CC=C2C(=C1)C(=CN2)CC(=NOS(=O)(=O)O)S[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
1755,2.8.2.24,C00053,3355,10214,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O
1753,2.8.2.33,C00054,3356,159296,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O
1756,2.8.2.33,C00053,3355,10214,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O
1764,2.8.3.20,C00091,3391,92133,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O
1763,2.8.3.20,C00497,3780,92824,C([C@H](C(=O)O)O)C(=O)O
1762,2.8.3.20,C02612,5597,439766,C[C@@](CC(=O)O)(C(=O)O)O
1760,2.8.3.20,C20747,254741215,86289236,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C[C@H](C(=O)O)O)O
1761,2.8.3.20,C20746,254741214,71728469,C[C@@](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)(C(=O)O)O
297,2.8.3.20,C00042,3344,1110,C(CC(=O)O)C(=O)O
1768,2.8.3.21,C20749,254741217,50909836,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C)O
1769,2.8.3.21,C04114,6803,5462194,C[N+](C)(C)C/C=C/C(=O)[O-]
1770,2.8.3.21,C00318,3612,10917,C[N+](C)(C)C[C@@H](CC(=O)[O-])O
1771,2.8.3.21,C01181,4408,134,C[N+](C)(C)CCCC(=O)O
1767,2.8.3.21,C20748,254741216,49852337,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C[N+](C)(C)C)O
1766,2.8.3.21,C20750,254741218,657045,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C[C@H](C[N+](C)(C)C)O)O
1775,2.8.3.22,C01011,4256,11966212,C[C@](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)(C(=O)O)O
1774,2.8.3.22,C02614,5599,441696,C[C@](CC(=O)O)(C(=O)O)O
1772,2.8.3.22,C04348,6997,11966145,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C[C@@H](C(=O)O)O)O
1765,2.8.3.22,C00091,3391,92133,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O
113,2.8.3.22,C00149,3449,222656,C([C@@H](C(=O)O)O)C(=O)O
298,2.8.3.22,C00042,3344,1110,C(CC(=O)O)C(=O)O
1778,2.8.3.25,C21449,329728072,91828270,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4(CC[C@H]6[C@H]5CC[C@H]7[C@@]6(CC[C@H](C7)O)C)C
