,entry,KEGG,PubChem,CID,SMILES
1951,3.7.1.21,C06714,8938,9543022,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(CCCC(=O)O)O)O
1954,3.8.1.10,C15565,17396557,none,none
1958,3.8.1.10,C00462,3746,none,none
1962,3.8.1.10,C02489,5502,none,none
1956,3.8.1.10,C02103,5185,none,none
1960,3.8.1.10,C15564,17396556,none,none
1963,3.8.1.11,C02489,5502,none,none
1959,3.8.1.11,C00462,3746,none,none
1955,3.8.1.11,C15565,17396557,none,none
1957,3.8.1.11,C02103,5185,none,none
1961,3.8.1.11,C15564,17396556,none,none
1964,4.1.1.102,C05627,7942,62453,C=CC1=CC=C(C=C1)O
1965,4.1.1.102,C17883,103061383,332,COC1=C(C=CC(=C1)C=C)O
1966,4.1.1.102,C07083,9294,7501,C=CC1=CC=CC=C1
1967,4.1.1.102,C00811,4069,637542,C1=CC(=CC=C1/C=C/C(=O)O)O
1969,4.1.1.102,C01494,4664,445858,COC1=C(C=CC(=C1)/C=C/C(=O)O)O
326,4.1.1.102,C00423,3713,444539,C1=CC=C(C=C1)/C=C/C(=O)O
155,4.1.1.104,C00111,3411,668,C(C(=O)COP(=O)(O)O)O
1678,4.1.1.104,C21611,340125669,56927806,C(C(=O)[C@@H](C(=O)O)O)OP(=O)(O)O
152,4.1.1.104,C21610,340125668,126456491,C(C(=O)[C@H](C(=O)O)O)OP(=O)(O)O
1970,4.1.1.28,C00643,3916,439280,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N
1972,4.1.1.28,C03758,6517,681,C1=CC(=C(C=C1CCN)O)O
841,4.1.1.28,C00355,3648,6047,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
1971,4.1.1.28,C00780,4041,5202,C1=CC2=C(C=C1O)C(=CN2)CCN
1680,4.1.1.93,C00288,3583,769,C(=O)(O)[O-]
1973,4.1.1.93,C05942,8227,12473,C1=CNC(=C1)C(=O)O
1974,4.1.1.93,C19907,135626373,8027,C1=CNC=C1
1975,4.1.1.96,C03375,6210,5942,C(CN)CNCCCN
1218,4.1.1.96,C00315,3609,1102,C(CCNCCCN)CN
1197,4.1.1.96,C18174,96024390,44229223,C(CN)CNCCC(C(=O)O)N
1208,4.1.1.96,C18172,96024388,46174065,C(CCNCCC(C(=O)O)N)CN
1977,4.1.2.42,C00820,4078,69435,C[C@@H]([C@H](C(=O)O)N)O
1178,4.1.2.42,C00037,3339,750,C(C(=O)O)N
1976,4.1.2.42,C12317,582707,90624,C[C@H]([C@H](C(=O)O)N)O
1978,4.1.2.42,C00084,3384,177,CC=O
1981,4.1.2.47,C00193,3493,240,C1=CC=C(C=C1)C=O
909,4.1.2.47,C01326,4537,768,C#N
1982,4.1.2.48,C00188,3488,6288,C[C@H]([C@@H](C(=O)O)N)O
1179,4.1.2.48,C00037,3339,750,C(C(=O)O)N
137,4.1.2.48,C05519,7864,99289,C[C@@H]([C@@H](C(=O)O)N)O
1979,4.1.2.48,C00084,3384,177,CC=O
1668,4.1.2.55,C01286,4505,5459949,C([C@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O
1666,4.1.2.55,C04442,7071,3080745,C([C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O
122,4.1.2.55,C00022,3324,1060,CC(=O)C(=O)O
1411,4.1.2.55,C00118,3418,439168,C([C@H](C=O)O)OP(=O)(O)O
123,4.1.3.17,C00022,3324,1060,CC(=O)C(=O)O
1984,4.1.3.17,C06033,8305,440249,CC(CC(=O)C(=O)O)(C(=O)O)O
110,4.1.3.17,C00036,3338,970,C(C(=O)C(=O)O)C(=O)O
1985,4.1.3.17,C04115,6804,130,C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O
1986,4.1.3.24,C00100,3400,92753,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1436,4.1.3.24,C00024,3326,444493,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1987,4.1.3.24,C06027,8299,71448895,C[C@H]([C@@H](C(=O)O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
639,4.1.3.24,C00048,3350,760,C(=O)C(=O)O
1773,4.1.3.24,C04348,6997,11966145,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C[C@@H](C(=O)O)O)O
1988,4.1.3.41,C19838,135626305,6603868,[C@@H]([C@@H](C(=O)O)O)(C(=O)O)N
640,4.1.3.41,C00048,3350,760,C(=O)C(=O)O
1180,4.1.3.41,C00037,3339,750,C(C(=O)O)N
1989,4.1.3.41,C19813,135626280,11788378,[C@@H]([C@H](C(=O)O)O)(C(=O)O)N
1909,4.1.99.1,C20904,254741367,5288980,CC(=N)C(=O)O
124,4.1.99.1,C00022,3324,1060,CC(=O)C(=O)O
2000,4.1.99.1,C00463,3747,798,C1=CC=C2C(=C1)C=CN2
262,4.1.99.1,C00078,3378,6305,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
1990,4.1.99.1,C02218,5284,123991,C=C(C(=O)O)N
1910,4.1.99.2,C20904,254741367,5288980,CC(=N)C(=O)O
647,4.1.99.2,C00082,3382,6057,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
125,4.1.99.2,C00022,3324,1060,CC(=O)C(=O)O
1991,4.1.99.2,C02218,5284,123991,C=C(C(=O)O)N
2002,4.1.99.2,C00146,3446,996,C1=CC=C(C=C1)O
2003,4.2.1.104,C01417,4604,540,C(#N)O
1681,4.2.1.104,C00288,3583,769,C(=O)(O)[O-]
1686,4.2.1.104,C01563,4721,277,C(=O)(N)O
2004,4.2.1.105,C06563,8792,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
2005,4.2.1.105,C10208,12394,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
732,4.2.1.105,C12631,583021,443902,C1=CC(=CC=C1C2C(OC3=CC(=CC(=C3C2=O)O)O)O)O
735,4.2.1.105,C15567,17396559,11954208,C1=CC(=CC=C1C2C(OC3=C(C2=O)C=CC(=C3)O)O)O
2007,4.2.1.110,C19821,135626288,10130020,C1C=CC(=O)C(O1)(CO)O
2008,4.2.1.110,C19822,135626289,9855505,C1C(=O)C(=C[C@H](O1)CO)O
2006,4.2.1.110,C06485,8716,126517,C1C(=O)[C@H]([C@@H]([C@H](O1)CO)O)O
59,4.2.1.114,C05662,7972,5460287,C(CC(=O)O)[C@@H]([C@H](C(=O)O)O)C(=O)O
2010,4.2.1.114,C04002,6715,5280640,C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O
2009,4.2.1.114,C01251,4471,439459,C(C[C@@](CC(=O)O)(C(=O)O)O)C(=O)O
2012,4.2.1.131,C19894,135626360,14502754,C/C(=C\C=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCCC(O)(C)C)/C)/C)/C)\C)\C)/CCCC(O)(C)C
1130,4.2.1.131,C05432,7796,446925,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C
2011,4.2.1.131,C19795,135626262,5365880,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/CCCC(C)(C)O)/C)/C)/C)C
2013,4.2.1.136,C04899,7449,440536,C1CC(=CN([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N
2016,4.2.1.136,C04856,7411,440516,C1CC(=CN([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
2019,4.2.1.140,C00880,4136,128869,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
1661,4.2.1.140,C00204,3504,161227,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O
1664,4.2.1.140,C01216,4438,194024,C([C@H]([C@@H](CO)O)O)C(=O)C(=O)O
2020,4.2.1.140,C00257,3556,10690,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
2021,4.2.1.155,C20968,254741427,90659863,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(O)SC)O
1284,4.2.1.155,C00409,3699,878,CS
1980,4.2.1.155,C00084,3384,177,CC=O
2022,4.2.1.155,C05989,8265,25137843,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC=O)O
2023,4.2.1.155,C00222,3522,868,C(C=O)C(=O)O
2024,4.2.1.155,C20955,254741416,54758554,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/SC)O
2025,4.2.1.159,C06620,8846,441099,C[C@@H]1C(=O)C(=O)C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O
2026,4.2.1.159,C11907,14069,439292,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O
2027,4.2.1.159,C11930,14091,46173791,C[C@@H]1C(=O)C(=C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O
342,4.2.1.165,C02139,5218,439664,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)[C@H](C4=O)C(=O)OC)C)C.[Mg+2]
142,4.2.1.165,C18153,96024370,46174057,CCC1C(C2=CC3=C(C(=C([N-]3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)[N-]6)C)C(=O)[C@@H]5C(=O)OC)CCC(=O)O)C)C)C(C)O)C.[Mg+2]
145,4.2.1.165,C18154,96024371,46174059,CCC1=C(C2=CC3=C(C(=C([N-]3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)[N-]6)C)C(=O)[C@@H]5C(=O)OC)CCC(=O)O)C)C)C(C)O)C.[Mg+2]
1106,4.2.1.165,C18152,96024369,46174055,CCC1C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)[C@H](C4=O)C(=O)OC)C)C.[Mg+2]
1160,4.2.1.168,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
21,4.2.1.168,C01222,4444,135398621,C[C@@H]1C(=O)[C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O
2028,4.2.1.168,C20612,172232337,135926579,C[C@@H]1C(=O)C[C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O
56,4.2.1.168,C00026,3328,51,C(CC(=O)O)C(=O)C(=O)O
263,4.2.1.20,C00078,3378,6305,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
31,4.2.1.20,C00065,3365,5951,C([C@@H](C(=O)O)N)O
2029,4.2.1.20,C03506,6317,444150,C1=CC=C2C(=C1)C(=CN2)[C@@H]([C@@H](COP(=O)(O)O)O)O
1412,4.2.1.20,C00118,3418,439168,C([C@H](C=O)O)OP(=O)(O)O
2001,4.2.1.20,C00463,3747,798,C1=CC=C2C(=C1)C=CN2
2031,4.2.1.3,C00158,3458,311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
2030,4.2.1.3,C00417,3707,643757,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O
62,4.2.1.3,C00311,3605,1198,C(C(C(C(=O)O)O)C(=O)O)C(=O)O
2033,4.2.1.33,C02504,5516,5280523,CC(C)[C@@](CC(=O)O)(C(=O)O)O
2032,4.2.1.33,C02631,5611,5280533,CC(C)/C(=C/C(=O)O)/C(=O)O
159,4.2.1.33,C04411,7045,5462261,CC(C)[C@@H]([C@H](C(=O)O)O)C(=O)O
2014,4.2.1.93,C04899,7449,440536,C1CC(=CN([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N
2017,4.2.1.93,C04856,7411,440516,C1CC(=CN([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
2035,4.2.3.188,C01230,4452,5280413,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)C
2036,4.2.3.188,C21718,350078295,102502420,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CCC(=C)C=C)/C)/C)/C)/C)/C)C
2037,4.2.3.188,C04216,6889,5280658,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)C
2038,4.2.3.188,C21716,350078293,102232250,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(=C)C=C)/C)/C)/C)C
2039,4.2.3.188,C04217,6890,5280659,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)C
2034,4.2.3.188,C21717,350078294,102502421,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CCC(=C)C=C)/C)/C)/C)/C)C
2041,4.2.3.67,C19753,135626220,11790335,C[C@H]1CC[C@H](C2=CC(=CC[C@H]12)C)C(C)C
2040,4.2.3.67,C19754,135626221,11030951,C[C@H]1CC[C@H](C2=CC(=C)CC[C@H]12)C(C)C
1620,4.2.3.67,C00448,3736,445713,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C
126,4.3.1.13,C00022,3324,1060,CC(=O)C(=O)O
1911,4.3.1.13,C20904,254741367,5288980,CC(=N)C(=O)O
1992,4.3.1.13,C02218,5284,123991,C=C(C(=O)O)N
2042,4.3.1.13,C03015,5921,439881,C([C@@H](C(=O)O)N)OC(=O)N
32,4.3.1.17,C00065,3365,5951,C([C@@H](C(=O)O)N)O
1912,4.3.1.17,C20904,254741367,5288980,CC(=N)C(=O)O
1993,4.3.1.17,C02218,5284,123991,C=C(C(=O)O)N
127,4.3.1.17,C00022,3324,1060,CC(=O)C(=O)O
2043,4.3.1.18,C00740,4003,71077,C([C@H](C(=O)O)N)O
1913,4.3.1.18,C20904,254741367,5288980,CC(=N)C(=O)O
1994,4.3.1.18,C02218,5284,123991,C=C(C(=O)O)N
128,4.3.1.18,C00022,3324,1060,CC(=O)C(=O)O
1983,4.3.1.19,C00188,3488,6288,C[C@H]([C@@H](C(=O)O)N)O
1898,4.3.1.19,C00109,3409,58,CCC(=O)C(=O)O
1925,4.3.1.19,C17234,96023642,6449989,C/C=C(/C(=O)O)\N
1904,4.3.1.19,C20905,254741368,18454345,CCC(=N)C(=O)O
1968,4.3.1.25,C00811,4069,637542,C1=CC(=CC=C1/C=C/C(=O)O)O
671,4.3.1.25,C00079,3379,6140,C1=CC=C(C=C1)C[C@@H](C(=O)O)N
327,4.3.1.25,C00423,3713,444539,C1=CC=C(C=C1)/C=C/C(=O)O
648,4.3.1.25,C00082,3382,6057,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
2044,4.3.1.9,C20844,254741310,90658602,C([C@H]([C@H](/C=C(/C(=O)O)\N)O)O)O
2046,4.3.1.9,C20845,254741311,90658241,C([C@@H]([C@@H](CO)O)O)C(=N)C(=O)O
1662,4.3.1.9,C00204,3504,161227,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O
2045,4.3.1.9,C03752,6511,73563,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)N)O)O)O)O
1161,4.3.2.10,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
2047,4.3.2.10,C04666,7249,440431,C1=C(NC=N1)[C@@H]([C@@H](COP(=O)(O)O)O)O
2048,4.3.2.10,C04916,7464,193735,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC=NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)N
2049,4.3.2.10,C04677,7258,65110,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N
1146,4.3.2.10,C00064,3364,5961,C(CC(=O)N)[C@@H](C(=O)O)N
2050,4.3.2.2,C04677,7258,65110,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N
2051,4.3.2.2,C04823,7384,160666,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N[C@@H](CC(=O)O)C(=O)O
2052,4.3.2.2,C03794,6543,447145,C1=NC2=C(C(=N1)N[C@@H](CC(=O)O)C(=O)O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1950,4.3.2.2,C00122,3422,444972,C(=C/C(=O)O)\C(=O)O
1933,4.3.3.6,C00117,3417,439167,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O
1162,4.3.3.6,C00025,3327,33032,C(CC(=O)O)[C@@H](C(=O)O)N
1413,4.3.3.6,C00118,3418,439168,C([C@H](C=O)O)OP(=O)(O)O
1147,4.3.3.6,C00064,3364,5961,C(CC(=O)N)[C@@H](C(=O)O)N
1744,4.4.1.1,C00097,3397,5862,C([C@@H](C(=O)O)N)S
1899,4.4.1.1,C00109,3409,58,CCC(=O)C(=O)O
2053,4.4.1.1,C02291,5347,439258,C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N
1905,4.4.1.1,C20905,254741368,18454345,CCC(=N)C(=O)O
1926,4.4.1.1,C17234,96023642,6449989,C/C=C(/C(=O)O)\N
1900,4.4.1.11,C00109,3409,58,CCC(=O)C(=O)O
1906,4.4.1.11,C20905,254741368,18454345,CCC(=N)C(=O)O
1927,4.4.1.11,C17234,96023642,6449989,C/C=C(/C(=O)O)\N
1018,4.4.1.11,C00073,3373,6137,CSCC[C@@H](C(=O)O)N
1285,4.4.1.11,C00409,3699,878,CS
1914,4.4.1.13,C20904,254741367,5288980,CC(=N)C(=O)O
1995,4.4.1.13,C02218,5284,123991,C=C(C(=O)O)N
1868,4.4.1.13,C02882,5813,none,none
129,4.4.1.13,C00022,3324,1060,CC(=O)C(=O)O
2054,4.4.1.13,C00145,3445,none,none
1928,4.4.1.2,C17234,96023642,6449989,C/C=C(/C(=O)O)\N
1907,4.4.1.2,C20905,254741368,18454345,CCC(=N)C(=O)O
1251,4.4.1.2,C00283,3578,402,S
1901,4.4.1.2,C00109,3409,58,CCC(=O)C(=O)O
2055,4.4.1.2,C00155,3455,91552,C(CS)[C@@H](C(=O)O)N
1282,4.4.1.23,C03576,6368,598,C(CS(=O)(=O)O)S
2058,4.4.1.23,C11498,13668,443232,C[C@@H](CSCCS(=O)(=O)O)O
2056,4.4.1.23,C11507,13677,146262,C[C@H]1CO1
2057,4.4.1.23,C11496,13666,443230,C[C@H](CSCCS(=O)(=O)O)O
2059,4.4.1.25,C00506,3789,72886,C([C@@H](C(=O)O)N)S(=O)(=O)O
130,4.4.1.25,C00022,3324,1060,CC(=O)C(=O)O
1996,4.4.1.25,C02218,5284,123991,C=C(C(=O)O)N
1915,4.4.1.25,C20904,254741367,5288980,CC(=N)C(=O)O
1252,4.4.1.28,C00283,3578,402,S
1916,4.4.1.28,C20904,254741367,5288980,CC(=N)C(=O)O
1997,4.4.1.28,C02218,5284,123991,C=C(C(=O)O)N
131,4.4.1.28,C00022,3324,1060,CC(=O)C(=O)O
1745,4.4.1.28,C00097,3397,5862,C([C@@H](C(=O)O)N)S
1917,4.4.1.35,C20904,254741367,5288980,CC(=N)C(=O)O
2060,4.4.1.35,C00491,3774,67678,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N
2061,4.4.1.35,C01962,5063,165331,C([C@@H](C(=O)O)N)SS
1998,4.4.1.35,C02218,5284,123991,C=C(C(=O)O)N
132,4.4.1.35,C00022,3324,1060,CC(=O)C(=O)O
133,4.4.1.36,C00022,3324,1060,CC(=O)C(=O)O
2062,4.4.1.36,C20994,254741452,86289741,C[N+](C)(C)[C@@H](CC1=CN=C(N1)S(=O)C[C@@H](C(=O)O)N)C(=O)O
2063,4.4.1.36,C21731,350078308,122706276,C[N+](C)(C)[C@@H](CC1=CN=C(N1)SO)C(=O)O
2064,4.4.1.36,C05570,7896,3037043,C[N+](C)(C)[C@@H](CC1=CNC(=S)N1)C(=O)O
2069,4.4.1.37,C21851,375580944,129626626,C1=C(C=[N+](C=C1C(=O)O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O
2065,4.4.1.37,C21767,354264358,129626634,C1=C(C=[N+](C=C1C(=O)S)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)S
2070,4.5.1.2,C02634,5614,439771,C([C@H](C(=O)O)N)Cl
391,4.5.1.2,C00698,3966,312,[Cl-]
134,4.5.1.2,C00022,3324,1060,CC(=O)C(=O)O
1999,4.5.1.2,C02218,5284,123991,C=C(C(=O)O)N
1918,4.5.1.2,C20904,254741367,5288980,CC(=N)C(=O)O
2071,4.6.1.19,C00046,3348,none,none
343,4.99.1.10,C02139,5218,439664,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)[C@H](C4=O)C(=O)OC)C)C.[Mg+2]
2076,4.99.1.10,C00305,3599,888,[Mg+2]
2074,4.99.1.10,C05797,8092,135398712,CCC1=C(C2=NC1=CC3=C(C4=C([C@@H](C(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C4=N3)C(=O)OC)O)C)C
2075,4.99.1.10,C05306,7688,12085802,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C.[Mg+2]
778,4.99.1.10,C18021,96024241,253193,CCC1=C(C2=NC1=CC3=C(C4=C([C@@H](C(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C4=N3)C(=O)OC)O)C)C
2080,5.1.1.14,C17351,96023704,13770100,C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)[C@@H](C3=CC=C(C=C3)OCC[C@H](C(=O)O)N)N
2079,5.1.1.14,C17352,96023705,25201123,C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)[C@@H](C3=CC=C(C=C3)OCC[C@@H](C(=O)O)N)N
2078,5.1.1.14,C01941,5045,6400657,C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)/C(=N\O)/C3=CC=C(C=C3)OCC[C@H](C(=O)O)N
2077,5.1.1.14,C00927,4180,6419424,C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)/C(=N\O)/C3=CC=C(C=C3)OCC[C@@H](C(=O)O)N
2081,5.1.1.22,C21513,336445151,6560290,C[N+]1(C[C@@H](C[C@@H]1C(=O)[O-])O)C
2082,5.1.1.22,C08269,10468,164642,C[N+]1(C[C@@H](C[C@H]1C(=O)[O-])O)C
2083,5.1.1.22,C10172,12358,115244,C[N+]1(CCC[C@H]1C(=O)[O-])C
2084,5.1.1.22,C21514,336445152,7016562,C[N+]1(CCC[C@@H]1C(=O)[O-])C
1479,5.1.3.31,C00095,3395,439163,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)O
2086,5.1.3.31,C00764,4026,439304,C1[C@H]([C@@H]([C@H](C(O1)(CO)O)O)O)O
2085,5.1.3.31,C06468,8700,441036,C1[C@H]([C@H]([C@H](C(O1)(CO)O)O)O)O
2087,5.1.3.31,C00795,4053,439312,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
2088,5.1.99.6,C20482,163312219,56927861,C1CC(=CN([C@@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
2089,5.1.99.6,C20483,163312220,56927827,C1CC(=CN([C@@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N
2018,5.1.99.6,C04856,7411,440516,C1CC(=CN([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
2015,5.1.99.6,C04899,7449,440536,C1CC(=CN([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N
